state_name,county_name,income cat,PCTELIG,PCTLIIC,DRD
Pennsylvania                                                          ,Warren County                                ,1,3.2,27.8,5
Pennsylvania                                                          ,Warren County                                ,2,4,36.3,2
Pennsylvania                                                          ,Warren County                                ,3,2,17.2,3
Pennsylvania                                                          ,Warren County                                ,4,5.6,60.5,2
Pennsylvania                                                          ,Warren County                                ,5,3.6,43.3,6
Pennsylvania                                                          ,Warren County                                ,0,5.3,94.7,3
Pennsylvania                                                          ,Warren County                                ,1,2.8,32.9,6
Pennsylvania                                                          ,Warren County                                ,2,3.5,41.6,5
Pennsylvania                                                          ,Warren County                                ,3,1.9,21,3
Pennsylvania                                                          ,Warren County                                ,4,4.6,64.9,3
Pennsylvania                                                          ,Warren County                                ,5,2.7,43.9,5
Pennsylvania                                                          ,Warren County                                ,0,6.6,93.4,2
Pennsylvania                                                          ,Warren County                                ,1,3.2,26.5,2
Pennsylvania                                                          ,Warren County                                ,2,4.1,34.4,4
Pennsylvania                                                          ,Warren County                                ,3,2.1,16,4
Pennsylvania                                                          ,Warren County                                ,4,5.6,58,1
Pennsylvania                                                          ,Warren County                                ,5,3.6,41.9,3
Pennsylvania                                                          ,Warren County                                ,0,7.5,92.5,6
Pennsylvania                                                          ,Warren County                                ,1,3.5,23.2,2
Pennsylvania                                                          ,Warren County                                ,2,4.5,30.9,0
Pennsylvania                                                          ,Warren County                                ,3,2.1,13.4,6
Pennsylvania                                                          ,Warren County                                ,4,6.3,54.9,6
Pennsylvania                                                          ,Warren County                                ,5,4.2,41.5,3
Pennsylvania                                                          ,Warren County                                ,0,5.7,94.3,1
Pennsylvania                                                          ,Warren County                                ,1,3,29.9,5
Pennsylvania                                                          ,Warren County                                ,2,3.7,38.1,1
Pennsylvania                                                          ,Warren County                                ,3,2,18.7,1
Pennsylvania                                                          ,Warren County                                ,4,4.9,61.1,6
Pennsylvania                                                          ,Warren County                                ,5,2.9,42.4,3
Pennsylvania                                                          ,Warren County                                ,0,5.6,94.4,0
Pennsylvania                                                          ,Warren County                                ,1,2.6,22.7,6
Pennsylvania                                                          ,Warren County                                ,2,3.3,30.3,2
Pennsylvania                                                          ,Warren County                                ,3,1.6,13.4,1
Pennsylvania                                                          ,Warren County                                ,4,4.7,53.7,0
Pennsylvania                                                          ,Warren County                                ,5,3,40.3,0
Pennsylvania                                                          ,Warren County                                ,0,6.2,93.8,4
Pennsylvania                                                          ,Warren County                                ,1,2.7,20.2,5
Pennsylvania                                                          ,Warren County                                ,2,3.5,27.2,6
Pennsylvania                                                          ,Warren County                                ,3,1.8,11.9,6
Pennsylvania                                                          ,Warren County                                ,4,5.1,50.8,3
Pennsylvania                                                          ,Warren County                                ,5,3.3,38.9,5
Pennsylvania                                                          ,Warren County                                ,0,5,95,3
Pennsylvania                                                          ,Warren County                                ,1,2.4,25.2,1
Pennsylvania                                                          ,Warren County                                ,2,3.1,33.5,3
Pennsylvania                                                          ,Warren County                                ,3,1.5,14.9,4
Pennsylvania                                                          ,Warren County                                ,4,4.2,56.7,5
Pennsylvania                                                          ,Warren County                                ,5,2.7,41.7,0
Pennsylvania                                                          ,Warren County                                ,0,5.4,94.6,2
Pennsylvania                                                          ,Warren County                                ,1,2.4,22.4,1
Pennsylvania                                                          ,Warren County                                ,2,3.1,29.6,0
Pennsylvania                                                          ,Warren County                                ,3,1.5,13,1
Pennsylvania                                                          ,Warren County                                ,4,4.3,51.4,3
Pennsylvania                                                          ,Warren County                                ,5,2.8,38.4,2
Pennsylvania                                                          ,Warren County                                ,0,5.9,94.1,3
Pennsylvania                                                          ,Warren County                                ,1,2.6,19.9,0
Pennsylvania                                                          ,Warren County                                ,2,3.3,26,4
Pennsylvania                                                          ,Warren County                                ,3,1.6,11.4,3
Pennsylvania                                                          ,Warren County                                ,4,4.7,47.8,1
Pennsylvania                                                          ,Warren County                                ,5,3.1,36.4,6
Pennsylvania                                                          ,Warren County                                ,0,4.8,95.2,5
Pennsylvania                                                          ,Warren County                                ,1,2.2,25,0
Pennsylvania                                                          ,Warren County                                ,2,2.9,33.3,4
Pennsylvania                                                          ,Warren County                                ,3,1.4,14.6,3
Pennsylvania                                                          ,Warren County                                ,4,4,55,6
Pennsylvania                                                          ,Warren County                                ,5,2.6,40.4,2
Pennsylvania                                                          ,Warren County                                ,0,4.1,95.9,2
Pennsylvania                                                          ,Warren County                                ,1,2.4,41.3,2
Pennsylvania                                                          ,Warren County                                ,2,2.9,51.8,0
Pennsylvania                                                          ,Warren County                                ,3,1.7,28,3
Pennsylvania                                                          ,Warren County                                ,4,3.7,76.3,2
Pennsylvania                                                          ,Warren County                                ,5,1.9,48.4,6
Pennsylvania                                                          ,Warren County                                ,0,6.6,93.4,2
Pennsylvania                                                          ,Warren County                                ,1,3.2,25.9,6
Pennsylvania                                                          ,Warren County                                ,2,4,33.9,6
Pennsylvania                                                          ,Warren County                                ,3,2,15.5,1
Pennsylvania                                                          ,Warren County                                ,4,5.6,57.4,5
Pennsylvania                                                          ,Warren County                                ,5,3.6,41.9,3
Pennsylvania                                                          ,Warren County                                ,0,7.5,92.5,1
Pennsylvania                                                          ,Warren County                                ,1,3.4,22.7,3
Pennsylvania                                                          ,Warren County                                ,2,4.4,30.4,0
Pennsylvania                                                          ,Warren County                                ,3,2.1,13,0
Pennsylvania                                                          ,Warren County                                ,4,6.3,54.4,3
Pennsylvania                                                          ,Warren County                                ,5,4.2,41.4,1
Pennsylvania                                                          ,Warren County                                ,0,5.7,94.3,0
Pennsylvania                                                          ,Warren County                                ,1,2.9,29.3,2
Pennsylvania                                                          ,Warren County                                ,2,3.6,37.4,0
Pennsylvania                                                          ,Warren County                                ,3,1.9,18.1,0
Pennsylvania                                                          ,Warren County                                ,4,4.9,60.5,0
Pennsylvania                                                          ,Warren County                                ,5,2.9,42.4,4
Pennsylvania                                                          ,Washington County                            ,0,4.8,95.2,6
Pennsylvania                                                          ,Washington County                            ,1,2,20.4,4
Pennsylvania                                                          ,Washington County                            ,2,2.7,27.5,0
Pennsylvania                                                          ,Washington County                            ,3,1.3,13.1,3
Pennsylvania                                                          ,Washington County                            ,4,3.8,48.7,6
Pennsylvania                                                          ,Washington County                            ,5,2.5,35.5,2
Pennsylvania                                                          ,Washington County                            ,0,5.3,94.7,1
Pennsylvania                                                          ,Washington County                            ,1,2.1,18.9,0
Pennsylvania                                                          ,Washington County                            ,2,2.8,25.6,6
Pennsylvania                                                          ,Washington County                            ,3,1.3,12,2
Pennsylvania                                                          ,Washington County                            ,4,4.2,47.1,0
Pennsylvania                                                          ,Washington County                            ,5,2.8,35.1,6
Pennsylvania                                                          ,Washington County                            ,0,4.3,95.7,5
Pennsylvania                                                          ,Washington County                            ,1,1.9,21.9,2
Pennsylvania                                                          ,Washington County                            ,2,2.5,29.5,0
Pennsylvania                                                          ,Washington County                            ,3,1.3,14.3,2
Pennsylvania                                                          ,Washington County                            ,4,3.5,50.3,0
Pennsylvania                                                          ,Washington County                            ,5,2.2,36,3
Pennsylvania                                                          ,Washington County                            ,0,5.3,94.7,6
Pennsylvania                                                          ,Washington County                            ,1,2.3,18.5,5
Pennsylvania                                                          ,Washington County                            ,2,2.9,25.2,6
Pennsylvania                                                          ,Washington County                            ,3,1.4,11.9,4
Pennsylvania                                                          ,Washington County                            ,4,4.3,45.9,4
Pennsylvania                                                          ,Washington County                            ,5,2.8,34,3
Pennsylvania                                                          ,Washington County                            ,0,6.1,93.9,3
Pennsylvania                                                          ,Washington County                            ,1,2.4,16,4
Pennsylvania                                                          ,Washington County                            ,2,3.2,22.3,4
Pennsylvania                                                          ,Washington County                            ,3,1.5,10,3
Pennsylvania                                                          ,Washington County                            ,4,4.8,43.1,0
Pennsylvania                                                          ,Washington County                            ,5,3.3,33.2,6
Pennsylvania                                                          ,Washington County                            ,0,4.6,95.4,1
Pennsylvania                                                          ,Washington County                            ,1,2.1,21,0
Pennsylvania                                                          ,Washington County                            ,2,2.7,28,4
Pennsylvania                                                          ,Washington County                            ,3,1.4,13.9,3
Pennsylvania                                                          ,Washington County                            ,4,3.8,48.6,0
Pennsylvania                                                          ,Washington County                            ,5,2.4,34.8,4
Pennsylvania                                                          ,Washington County                            ,0,4.5,95.5,2
Pennsylvania                                                          ,Washington County                            ,1,1.9,16.2,2
Pennsylvania                                                          ,Washington County                            ,2,2.4,22.1,1
Pennsylvania                                                          ,Washington County                            ,3,1.2,10.1,0
Pennsylvania                                                          ,Washington County                            ,4,3.6,42.2,1
Pennsylvania                                                          ,Washington County                            ,5,2.4,32.1,5
Pennsylvania                                                          ,Washington County                            ,0,5.1,94.9,4
Pennsylvania                                                          ,Washington County                            ,1,2.1,14.7,6
Pennsylvania                                                          ,Washington County                            ,2,2.7,20.3,0
Pennsylvania                                                          ,Washington County                            ,3,1.3,9,3
Pennsylvania                                                          ,Washington County                            ,4,4,40.3,0
Pennsylvania                                                          ,Washington County                            ,5,2.7,31.3,5
Pennsylvania                                                          ,Washington County                            ,0,4,96,4
Pennsylvania                                                          ,Washington County                            ,1,1.7,17.7,4
Pennsylvania                                                          ,Washington County                            ,2,2.2,23.8,1
Pennsylvania                                                          ,Washington County                            ,3,1.1,11.3,5
Pennsylvania                                                          ,Washington County                            ,4,3.2,44.1,1
Pennsylvania                                                          ,Washington County                            ,5,2.1,32.8,5
Pennsylvania                                                          ,Washington County                            ,0,4.3,95.7,2
Pennsylvania                                                          ,Washington County                            ,1,1.8,16.4,4
Pennsylvania                                                          ,Washington County                            ,2,2.3,21.9,0
Pennsylvania                                                          ,Washington County                            ,3,1.1,10.5,4
Pennsylvania                                                          ,Washington County                            ,4,3.4,41.9,5
Pennsylvania                                                          ,Washington County                            ,5,2.3,31.4,2
Pennsylvania                                                          ,Washington County                            ,0,5.2,94.8,5
Pennsylvania                                                          ,Washington County                            ,1,2.1,15.1,3
Pennsylvania                                                          ,Washington County                            ,2,2.8,20.4,5
Pennsylvania                                                          ,Washington County                            ,3,1.4,9.6,4
Pennsylvania                                                          ,Washington County                            ,4,4.1,39.8,6
Pennsylvania                                                          ,Washington County                            ,5,2.7,30.2,1
Pennsylvania                                                          ,Washington County                            ,0,3.4,96.6,3
Pennsylvania                                                          ,Washington County                            ,1,1.4,17.6,2
Pennsylvania                                                          ,Washington County                            ,2,1.8,23.3,4
Pennsylvania                                                          ,Washington County                            ,3,0.9,11.3,6
Pennsylvania                                                          ,Washington County                            ,4,2.7,43.9,1
Pennsylvania                                                          ,Washington County                            ,5,1.8,32.6,5
Pennsylvania                                                          ,Washington County                            ,0,3.3,96.7,4
Pennsylvania                                                          ,Washington County                            ,1,1.5,25.9,3
Pennsylvania                                                          ,Washington County                            ,2,1.9,34.5,6
Pennsylvania                                                          ,Washington County                            ,3,1,16.8,0
Pennsylvania                                                          ,Washington County                            ,4,2.6,57.1,6
Pennsylvania                                                          ,Washington County                            ,5,1.7,40.3,6
Pennsylvania                                                          ,Washington County                            ,0,5.3,94.7,3
Pennsylvania                                                          ,Washington County                            ,1,2.2,18.1,3
Pennsylvania                                                          ,Washington County                            ,2,2.9,24.6,4
Pennsylvania                                                          ,Washington County                            ,3,1.4,11.5,5
Pennsylvania                                                          ,Washington County                            ,4,4.2,45.3,2
Pennsylvania                                                          ,Washington County                            ,5,2.8,33.8,2
Pennsylvania                                                          ,Washington County                            ,0,6,94,2
Pennsylvania                                                          ,Washington County                            ,1,2.3,15.6,3
Pennsylvania                                                          ,Washington County                            ,2,3.1,21.8,5
Pennsylvania                                                          ,Washington County                            ,3,1.4,9.6,0
Pennsylvania                                                          ,Washington County                            ,4,4.7,42.6,4
Pennsylvania                                                          ,Washington County                            ,5,3.3,33,5
Pennsylvania                                                          ,Washington County                            ,0,4.5,95.5,3
Pennsylvania                                                          ,Washington County                            ,1,2.1,20.6,4
Pennsylvania                                                          ,Washington County                            ,2,2.6,27.5,6
Pennsylvania                                                          ,Washington County                            ,3,1.3,13.5,3
Pennsylvania                                                          ,Washington County                            ,4,3.7,48.1,4
Pennsylvania                                                          ,Washington County                            ,5,2.4,34.6,5
Pennsylvania                                                          ,Wayne County                                 ,0,7.6,92.4,1
Pennsylvania                                                          ,Wayne County                                 ,1,3.6,27.2,1
Pennsylvania                                                          ,Wayne County                                 ,2,4.5,35.8,1
Pennsylvania                                                          ,Wayne County                                 ,3,2.3,17.2,4
Pennsylvania                                                          ,Wayne County                                 ,4,6.3,59.6,4
Pennsylvania                                                          ,Wayne County                                 ,5,4,42.4,4
Pennsylvania                                                          ,Wayne County                                 ,0,8.8,91.2,6
Pennsylvania                                                          ,Wayne County                                 ,1,3.9,24.6,1
Pennsylvania                                                          ,Wayne County                                 ,2,5,32.8,6
Pennsylvania                                                          ,Wayne County                                 ,3,2.4,15.2,5
Pennsylvania                                                          ,Wayne County                                 ,4,7.2,56.5,3
Pennsylvania                                                          ,Wayne County                                 ,5,4.7,41.3,4
Pennsylvania                                                          ,Wayne County                                 ,0,6.4,93.6,5
Pennsylvania                                                          ,Wayne County                                 ,1,3.2,29.9,3
Pennsylvania                                                          ,Wayne County                                 ,2,4,38.8,1
Pennsylvania                                                          ,Wayne County                                 ,3,2.1,19.2,3
Pennsylvania                                                          ,Wayne County                                 ,4,5.4,62.7,2
Pennsylvania                                                          ,Wayne County                                 ,5,3.3,43.5,5
Pennsylvania                                                          ,Wayne County                                 ,0,8.4,91.6,3
Pennsylvania                                                          ,Wayne County                                 ,1,3.9,24.6,0
Pennsylvania                                                          ,Wayne County                                 ,2,4.9,32.4,0
Pennsylvania                                                          ,Wayne County                                 ,3,2.5,15.4,2
Pennsylvania                                                          ,Wayne County                                 ,4,7,55.7,1
Pennsylvania                                                          ,Wayne County                                 ,5,4.5,40.3,0
Pennsylvania                                                          ,Wayne County                                 ,0,10,90,6
Pennsylvania                                                          ,Wayne County                                 ,1,4.3,21.2,5
Pennsylvania                                                          ,Wayne County                                 ,2,5.6,28.8,3
Pennsylvania                                                          ,Wayne County                                 ,3,2.7,12.8,2
Pennsylvania                                                          ,Wayne County                                 ,4,8,51.5,0
Pennsylvania                                                          ,Wayne County                                 ,5,5.4,38.7,2
Pennsylvania                                                          ,Wayne County                                 ,0,6.9,93.1,5
Pennsylvania                                                          ,Wayne County                                 ,1,3.5,28.1,6
Pennsylvania                                                          ,Wayne County                                 ,2,4.2,36.1,1
Pennsylvania                                                          ,Wayne County                                 ,3,2.3,18,4
Pennsylvania                                                          ,Wayne County                                 ,4,5.8,60,3
Pennsylvania                                                          ,Wayne County                                 ,5,3.6,42,0
Pennsylvania                                                          ,Wayne County                                 ,0,7.2,92.8,4
Pennsylvania                                                          ,Wayne County                                 ,1,3.3,22.9,0
Pennsylvania                                                          ,Wayne County                                 ,2,4.1,29.7,5
Pennsylvania                                                          ,Wayne County                                 ,3,2.1,14.2,4
Pennsylvania                                                          ,Wayne County                                 ,4,5.9,52.5,6
Pennsylvania                                                          ,Wayne County                                 ,5,3.7,38.2,5
Pennsylvania                                                          ,Wayne County                                 ,0,8.7,91.3,0
Pennsylvania                                                          ,Wayne County                                 ,1,4,20.1,0
Pennsylvania                                                          ,Wayne County                                 ,2,4.9,26.7,3
Pennsylvania                                                          ,Wayne County                                 ,3,2.5,12.2,0
Pennsylvania                                                          ,Wayne County                                 ,4,7,49,4
Pennsylvania                                                          ,Wayne County                                 ,5,4.5,36.8,4
Pennsylvania                                                          ,Wayne County                                 ,0,5.8,94.2,6
Pennsylvania                                                          ,Wayne County                                 ,1,2.7,25.6,6
Pennsylvania                                                          ,Wayne County                                 ,2,3.4,32.7,3
Pennsylvania                                                          ,Wayne County                                 ,3,1.8,16.2,3
Pennsylvania                                                          ,Wayne County                                 ,4,4.8,55.8,5
Pennsylvania                                                          ,Wayne County                                 ,5,3,39.6,1
Pennsylvania                                                          ,Wayne County                                 ,0,7.2,92.8,2
Pennsylvania                                                          ,Wayne County                                 ,1,3.3,23.1,5
Pennsylvania                                                          ,Wayne County                                 ,2,4.1,29.9,1
Pennsylvania                                                          ,Wayne County                                 ,3,2.1,14.4,0
Pennsylvania                                                          ,Wayne County                                 ,4,5.8,51.6,6
Pennsylvania                                                          ,Wayne County                                 ,5,3.7,37.1,2
Pennsylvania                                                          ,Wayne County                                 ,0,8.8,91.2,1
Pennsylvania                                                          ,Wayne County                                 ,1,4,20.4,1
Pennsylvania                                                          ,Wayne County                                 ,2,5,26.8,2
Pennsylvania                                                          ,Wayne County                                 ,3,2.6,12.5,0
Pennsylvania                                                          ,Wayne County                                 ,4,7.1,47.8,4
Pennsylvania                                                          ,Wayne County                                 ,5,4.5,35.3,1
Pennsylvania                                                          ,Wayne County                                 ,0,5.7,94.3,3
Pennsylvania                                                          ,Wayne County                                 ,1,2.6,25.6,3
Pennsylvania                                                          ,Wayne County                                 ,2,3.3,32.9,1
Pennsylvania                                                          ,Wayne County                                 ,3,1.7,16.3,5
Pennsylvania                                                          ,Wayne County                                 ,4,4.6,55.2,5
Pennsylvania                                                          ,Wayne County                                 ,5,3,38.9,3
Pennsylvania                                                          ,Wayne County                                 ,0,5,95,5
Pennsylvania                                                          ,Wayne County                                 ,1,2.5,35.3,3
Pennsylvania                                                          ,Wayne County                                 ,2,3.2,46.4,2
Pennsylvania                                                          ,Wayne County                                 ,3,1.7,22.8,3
Pennsylvania                                                          ,Wayne County                                 ,4,4.2,71.7,5
Pennsylvania                                                          ,Wayne County                                 ,5,2.5,48.9,5
Pennsylvania                                                          ,Wayne County                                 ,0,8.4,91.6,0
Pennsylvania                                                          ,Wayne County                                 ,1,3.9,24.2,2
Pennsylvania                                                          ,Wayne County                                 ,2,4.9,31.8,0
Pennsylvania                                                          ,Wayne County                                 ,3,2.4,15,0
Pennsylvania                                                          ,Wayne County                                 ,4,6.9,55.2,4
Pennsylvania                                                          ,Wayne County                                 ,5,4.5,40.2,5
Pennsylvania                                                          ,Wayne County                                 ,0,10,90,0
Pennsylvania                                                          ,Wayne County                                 ,1,4.3,20.5,2
Pennsylvania                                                          ,Wayne County                                 ,2,5.6,28,0
Pennsylvania                                                          ,Wayne County                                 ,3,2.6,12.3,3
Pennsylvania                                                          ,Wayne County                                 ,4,8.1,50.7,2
Pennsylvania                                                          ,Wayne County                                 ,5,5.4,38.4,5
Pennsylvania                                                          ,Wayne County                                 ,0,6.8,93.2,5
Pennsylvania                                                          ,Wayne County                                 ,1,3.4,27.8,0
Pennsylvania                                                          ,Wayne County                                 ,2,4.2,35.7,3
Pennsylvania                                                          ,Wayne County                                 ,3,2.2,17.7,5
Pennsylvania                                                          ,Wayne County                                 ,4,5.8,59.6,3
Pennsylvania                                                          ,Wayne County                                 ,5,3.6,41.9,3
Pennsylvania                                                          ,Westmoreland County                          ,0,4.9,95.1,6
Pennsylvania                                                          ,Westmoreland County                          ,1,2.1,21.3,2
Pennsylvania                                                          ,Westmoreland County                          ,2,2.7,28.5,5
Pennsylvania                                                          ,Westmoreland County                          ,3,1.3,13.4,0
Pennsylvania                                                          ,Westmoreland County                          ,4,3.9,51.1,5
Pennsylvania                                                          ,Westmoreland County                          ,5,2.6,37.7,4
Pennsylvania                                                          ,Westmoreland County                          ,0,5.7,94.3,1
Pennsylvania                                                          ,Westmoreland County                          ,1,2.3,19.6,2
Pennsylvania                                                          ,Westmoreland County                          ,2,3,26.8,2
Pennsylvania                                                          ,Westmoreland County                          ,3,1.4,12.2,2
Pennsylvania                                                          ,Westmoreland County                          ,4,4.5,49.3,4
Pennsylvania                                                          ,Westmoreland County                          ,5,3.1,37.1,2
Pennsylvania                                                          ,Westmoreland County                          ,0,4.2,95.8,3
Pennsylvania                                                          ,Westmoreland County                          ,1,1.9,23,6
Pennsylvania                                                          ,Westmoreland County                          ,2,2.4,30.2,6
Pennsylvania                                                          ,Westmoreland County                          ,3,1.2,14.6,1
Pennsylvania                                                          ,Westmoreland County                          ,4,3.4,52.8,4
Pennsylvania                                                          ,Westmoreland County                          ,5,2.2,38.2,3
Pennsylvania                                                          ,Westmoreland County                          ,0,5.7,94.3,4
Pennsylvania                                                          ,Westmoreland County                          ,1,2.4,18.9,3
Pennsylvania                                                          ,Westmoreland County                          ,2,3.1,25.5,3
Pennsylvania                                                          ,Westmoreland County                          ,3,1.5,11.9,3
Pennsylvania                                                          ,Westmoreland County                          ,4,4.5,47.4,4
Pennsylvania                                                          ,Westmoreland County                          ,5,3,35.5,2
Pennsylvania                                                          ,Westmoreland County                          ,0,6.8,93.2,6
Pennsylvania                                                          ,Westmoreland County                          ,1,2.7,16.4,0
Pennsylvania                                                          ,Westmoreland County                          ,2,3.6,22.8,5
Pennsylvania                                                          ,Westmoreland County                          ,3,1.6,10.1,4
Pennsylvania                                                          ,Westmoreland County                          ,4,5.3,45,1
Pennsylvania                                                          ,Westmoreland County                          ,5,3.7,34.9,1
Pennsylvania                                                          ,Westmoreland County                          ,0,4.6,95.4,2
Pennsylvania                                                          ,Westmoreland County                          ,1,2.1,21.3,2
Pennsylvania                                                          ,Westmoreland County                          ,2,2.7,28.1,2
Pennsylvania                                                          ,Westmoreland County                          ,3,1.4,13.6,2
Pennsylvania                                                          ,Westmoreland County                          ,4,3.8,49.8,4
Pennsylvania                                                          ,Westmoreland County                          ,5,2.4,36.2,0
Pennsylvania                                                          ,Westmoreland County                          ,0,4.6,95.4,5
Pennsylvania                                                          ,Westmoreland County                          ,1,1.9,16.2,6
Pennsylvania                                                          ,Westmoreland County                          ,2,2.4,22.3,1
Pennsylvania                                                          ,Westmoreland County                          ,3,1.2,10,5
Pennsylvania                                                          ,Westmoreland County                          ,4,3.6,43.8,4
Pennsylvania                                                          ,Westmoreland County                          ,5,2.5,33.8,4
Pennsylvania                                                          ,Westmoreland County                          ,0,5.5,94.5,3
Pennsylvania                                                          ,Westmoreland County                          ,1,2.2,14.4,4
Pennsylvania                                                          ,Westmoreland County                          ,2,2.9,20.2,1
Pennsylvania                                                          ,Westmoreland County                          ,3,1.3,8.8,3
Pennsylvania                                                          ,Westmoreland County                          ,4,4.3,41.6,4
Pennsylvania                                                          ,Westmoreland County                          ,5,3,32.8,1
Pennsylvania                                                          ,Westmoreland County                          ,0,3.8,96.2,1
Pennsylvania                                                          ,Westmoreland County                          ,1,1.6,18,4
Pennsylvania                                                          ,Westmoreland County                          ,2,2,24.2,0
Pennsylvania                                                          ,Westmoreland County                          ,3,1,11.2,4
Pennsylvania                                                          ,Westmoreland County                          ,4,3,45.8,6
Pennsylvania                                                          ,Westmoreland County                          ,5,2,34.7,1
Pennsylvania                                                          ,Westmoreland County                          ,0,4.2,95.8,6
Pennsylvania                                                          ,Westmoreland County                          ,1,1.7,15.6,3
Pennsylvania                                                          ,Westmoreland County                          ,2,2.2,21,2
Pennsylvania                                                          ,Westmoreland County                          ,3,1.1,9.8,2
Pennsylvania                                                          ,Westmoreland County                          ,4,3.3,41.3,1
Pennsylvania                                                          ,Westmoreland County                          ,5,2.2,31.5,4
Pennsylvania                                                          ,Westmoreland County                          ,0,4.9,95.1,2
Pennsylvania                                                          ,Westmoreland County                          ,1,2,14.3,1
Pennsylvania                                                          ,Westmoreland County                          ,2,2.5,19.4,5
Pennsylvania                                                          ,Westmoreland County                          ,3,1.3,8.9,6
