state_name,county_name,income cat,PCTELIG,PCTLIIC,DRD
Connecticut                                                           ,Fairfield County                             ,0,8.9,91.1,0
Connecticut                                                           ,Fairfield County                             ,1,3.8,15.7,11
Connecticut                                                           ,Fairfield County                             ,2,4.9,20.4,12
Connecticut                                                           ,Fairfield County                             ,3,2.3,9.9,4
Connecticut                                                           ,Fairfield County                             ,4,6.8,34.3,11
Connecticut                                                           ,Fairfield County                             ,5,4.5,24.4,7
Connecticut                                                           ,Fairfield County                             ,0,10.5,89.5,7
Connecticut                                                           ,Fairfield County                             ,1,4.3,14.2,4
Connecticut                                                           ,Fairfield County                             ,2,5.6,18.7,7
Connecticut                                                           ,Fairfield County                             ,3,2.5,8.8,11
Connecticut                                                           ,Fairfield County                             ,4,8,32.4,13
Connecticut                                                           ,Fairfield County                             ,5,5.5,23.7,4
Connecticut                                                           ,Fairfield County                             ,0,7.3,92.7,3
Connecticut                                                           ,Fairfield County                             ,1,3.4,17.2,13
Connecticut                                                           ,Fairfield County                             ,2,4.2,22,12
Connecticut                                                           ,Fairfield County                             ,3,2.2,11,7
Connecticut                                                           ,Fairfield County                             ,4,5.7,36.1,2
Connecticut                                                           ,Fairfield County                             ,5,3.5,25.1,2
Connecticut                                                           ,Fairfield County                             ,0,10.7,89.3,12
Connecticut                                                           ,Fairfield County                             ,1,4.6,13.3,3
Connecticut                                                           ,Fairfield County                             ,2,5.9,17.5,9
Connecticut                                                           ,Fairfield County                             ,3,2.8,8.3,4
Connecticut                                                           ,Fairfield County                             ,4,8.3,31.2,8
Connecticut                                                           ,Fairfield County                             ,5,5.5,22.9,4
Connecticut                                                           ,Fairfield County                             ,0,13,87,7
Connecticut                                                           ,Fairfield County                             ,1,5.3,11.1,11
Connecticut                                                           ,Fairfield County                             ,2,6.9,15.1,4
Connecticut                                                           ,Fairfield County                             ,3,3,6.7,8
Connecticut                                                           ,Fairfield County                             ,4,9.9,28.4,4
Connecticut                                                           ,Fairfield County                             ,5,6.9,21.7,3
Connecticut                                                           ,Fairfield County                             ,0,8.5,91.5,4
Connecticut                                                           ,Fairfield County                             ,1,4,15.3,7
Connecticut                                                           ,Fairfield County                             ,2,4.9,19.8,3
Connecticut                                                           ,Fairfield County                             ,3,2.5,9.8,12
Connecticut                                                           ,Fairfield County                             ,4,6.7,33.9,12
Connecticut                                                           ,Fairfield County                             ,5,4.2,24.1,11
Connecticut                                                           ,Fairfield County                             ,0,8,92,2
Connecticut                                                           ,Fairfield County                             ,1,3.2,11.3,4
Connecticut                                                           ,Fairfield County                             ,2,4.1,15,2
Connecticut                                                           ,Fairfield County                             ,3,1.9,7,10
Connecticut                                                           ,Fairfield County                             ,4,5.9,27.6,0
Connecticut                                                           ,Fairfield County                             ,5,4.1,20.6,0
Connecticut                                                           ,Fairfield County                             ,0,9.2,90.8,8
Connecticut                                                           ,Fairfield County                             ,1,3.4,9.9,3
Connecticut                                                           ,Fairfield County                             ,2,4.5,13.3,5
Connecticut                                                           ,Fairfield County                             ,3,2,6,6
Connecticut                                                           ,Fairfield County                             ,4,6.7,25.6,6
Connecticut                                                           ,Fairfield County                             ,5,4.7,19.6,4
Connecticut                                                           ,Fairfield County                             ,0,6.9,93.1,12
Connecticut                                                           ,Fairfield County                             ,1,2.9,12.6,13
Connecticut                                                           ,Fairfield County                             ,2,3.7,16.6,12
Connecticut                                                           ,Fairfield County                             ,3,1.8,7.9,9
Connecticut                                                           ,Fairfield County                             ,4,5.2,29.5,1
Connecticut                                                           ,Fairfield County                             ,5,3.4,21.6,6
Connecticut                                                           ,Fairfield County                             ,0,6.5,93.5,8
Connecticut                                                           ,Fairfield County                             ,1,2.4,11.3,9
Connecticut                                                           ,Fairfield County                             ,2,3,14.6,13
Connecticut                                                           ,Fairfield County                             ,3,1.5,7.2,9
Connecticut                                                           ,Fairfield County                             ,4,4.5,26.7,7
Connecticut                                                           ,Fairfield County                             ,5,3.1,19.5,13
Connecticut                                                           ,Fairfield County                             ,0,7.3,92.7,7
Connecticut                                                           ,Fairfield County                             ,1,2.5,10,13
Connecticut                                                           ,Fairfield County                             ,2,3.3,13.2,11
Connecticut                                                           ,Fairfield County                             ,3,1.6,6.4,13
Connecticut                                                           ,Fairfield County                             ,4,5,24.8,3
Connecticut                                                           ,Fairfield County                             ,5,3.4,18.3,6
Connecticut                                                           ,Fairfield County                             ,0,5.8,94.2,3
Connecticut                                                           ,Fairfield County                             ,1,2.3,12.5,11
Connecticut                                                           ,Fairfield County                             ,2,2.8,16,7
Connecticut                                                           ,Fairfield County                             ,3,1.4,8,0
Connecticut                                                           ,Fairfield County                             ,4,4.2,28.4,5
Connecticut                                                           ,Fairfield County                             ,5,2.8,20.5,13
Connecticut                                                           ,Fairfield County                             ,0,4.1,95.9,2
Connecticut                                                           ,Fairfield County                             ,1,1.9,22.3,8
Connecticut                                                           ,Fairfield County                             ,2,2.3,27.9,13
Connecticut                                                           ,Fairfield County                             ,3,1.3,14.1,0
Connecticut                                                           ,Fairfield County                             ,4,3,42.5,2
Connecticut                                                           ,Fairfield County                             ,5,1.8,28.4,10
Connecticut                                                           ,Fairfield County                             ,0,10.8,89.2,12
Connecticut                                                           ,Fairfield County                             ,1,4.6,12.8,10
Connecticut                                                           ,Fairfield County                             ,2,5.9,16.9,8
Connecticut                                                           ,Fairfield County                             ,3,2.7,7.9,3
Connecticut                                                           ,Fairfield County                             ,4,8.3,30.4,3
Connecticut                                                           ,Fairfield County                             ,5,5.6,22.5,2
Connecticut                                                           ,Fairfield County                             ,0,13.2,86.8,11
Connecticut                                                           ,Fairfield County                             ,1,5.2,10.6,2
Connecticut                                                           ,Fairfield County                             ,2,6.9,14.5,4
Connecticut                                                           ,Fairfield County                             ,3,2.9,6.3,11
Connecticut                                                           ,Fairfield County                             ,4,10,27.5,4
Connecticut                                                           ,Fairfield County                             ,5,7,21.2,2
Connecticut                                                           ,Fairfield County                             ,0,8.5,91.5,4
Connecticut                                                           ,Fairfield County                             ,1,4,14.9,13
Connecticut                                                           ,Fairfield County                             ,2,4.9,19.3,4
Connecticut                                                           ,Fairfield County                             ,3,2.5,9.4,7
Connecticut                                                           ,Fairfield County                             ,4,6.7,33.3,7
Connecticut                                                           ,Fairfield County                             ,5,4.1,23.8,2
Connecticut                                                           ,Hartford County                              ,0,5.4,94.6,7
Connecticut                                                           ,Hartford County                              ,1,2.2,21.2,6
Connecticut                                                           ,Hartford County                              ,2,2.8,26.9,3
Connecticut                                                           ,Hartford County                              ,3,1.4,14.2,1
Connecticut                                                           ,Hartford County                              ,4,4.2,44.6,6
Connecticut                                                           ,Hartford County                              ,5,2.8,30.4,6
Connecticut                                                           ,Hartford County                              ,0,6.1,93.9,2
Connecticut                                                           ,Hartford County                              ,1,2.4,19.5,8
Connecticut                                                           ,Hartford County                              ,2,3.1,25.3,9
Connecticut                                                           ,Hartford County                              ,3,1.5,13,10
Connecticut                                                           ,Hartford County                              ,4,4.7,42.8,11
Connecticut                                                           ,Hartford County                              ,5,3.2,29.8,2
Connecticut                                                           ,Hartford County                              ,0,4.8,95.2,6
Connecticut                                                           ,Hartford County                              ,1,2.1,22.7,2
Connecticut                                                           ,Hartford County                              ,2,2.6,28.6,9
Connecticut                                                           ,Hartford County                              ,3,1.4,15.4,0
Connecticut                                                           ,Hartford County                              ,4,3.7,46.4,10
Connecticut                                                           ,Hartford County                              ,5,2.3,31,13
Connecticut                                                           ,Hartford County                              ,0,6.5,93.5,12
Connecticut                                                           ,Hartford County                              ,1,2.6,18,0
Connecticut                                                           ,Hartford County                              ,2,3.3,23.3,11
Connecticut                                                           ,Hartford County                              ,3,1.7,12,13
Connecticut                                                           ,Hartford County                              ,4,5,40.7,6
Connecticut                                                           ,Hartford County                              ,5,3.3,28.7,3
Connecticut                                                           ,Hartford County                              ,0,7.4,92.6,13
Connecticut                                                           ,Hartford County                              ,1,2.8,15.8,11
Connecticut                                                           ,Hartford County                              ,2,3.7,20.9,3
Connecticut                                                           ,Hartford County                              ,3,1.8,10.4,8
Connecticut                                                           ,Hartford County                              ,4,5.7,38,9
Connecticut                                                           ,Hartford County                              ,5,3.9,27.6,9
Connecticut                                                           ,Hartford County                              ,0,5.6,94.4,6
Connecticut                                                           ,Hartford County                              ,1,2.4,20.1,0
Connecticut                                                           ,Hartford County                              ,2,3,25.5,12
Connecticut                                                           ,Hartford County                              ,3,1.6,13.5,2
Connecticut                                                           ,Hartford County                              ,4,4.4,43.3,6
Connecticut                                                           ,Hartford County                              ,5,2.8,29.8,13
Connecticut                                                           ,Hartford County                              ,0,5.3,94.7,13
Connecticut                                                           ,Hartford County                              ,1,2,15.3,8
Connecticut                                                           ,Hartford County                              ,2,2.5,19.7,0
Connecticut                                                           ,Hartford County                              ,3,1.3,10.2,11
Connecticut                                                           ,Hartford County                              ,4,3.9,35.7,6
Connecticut                                                           ,Hartford County                              ,5,2.6,25.5,8
Connecticut                                                           ,Hartford County                              ,0,5.7,94.3,12
Connecticut                                                           ,Hartford County                              ,1,2,14,6
Connecticut                                                           ,Hartford County                              ,2,2.6,18.3,0
Connecticut                                                           ,Hartford County                              ,3,1.3,9.1,11
Connecticut                                                           ,Hartford County                              ,4,4.1,33.5,6
Connecticut                                                           ,Hartford County                              ,5,2.9,24.4,8
Connecticut                                                           ,Hartford County                              ,0,4.9,95.1,3
Connecticut                                                           ,Hartford County                              ,1,2,16.5,6
Connecticut                                                           ,Hartford County                              ,2,2.5,21.1,13
Connecticut                                                           ,Hartford County                              ,3,1.3,11.3,12
Connecticut                                                           ,Hartford County                              ,4,3.7,37.7,10
Connecticut                                                           ,Hartford County                              ,5,2.4,26.4,11
Connecticut                                                           ,Hartford County                              ,0,4.5,95.5,3
Connecticut                                                           ,Hartford County                              ,1,1.6,14.9,11
Connecticut                                                           ,Hartford County                              ,2,2,18.9,9
Connecticut                                                           ,Hartford County                              ,3,1,10.1,7
Connecticut                                                           ,Hartford County                              ,4,3.1,34.1,7
Connecticut                                                           ,Hartford County                              ,5,2.1,23.9,10
Connecticut                                                           ,Hartford County                              ,0,4.4,95.6,8
Connecticut                                                           ,Hartford County                              ,1,1.4,13.9,3
Connecticut                                                           ,Hartford County                              ,2,1.8,17.8,1
Connecticut                                                           ,Hartford County                              ,3,0.9,9.2,4
Connecticut                                                           ,Hartford County                              ,4,3,32.3,10
Connecticut                                                           ,Hartford County                              ,5,2.1,23.2,3
Connecticut                                                           ,Hartford County                              ,0,4.5,95.5,12
Connecticut                                                           ,Hartford County                              ,1,1.7,15.8,13
Connecticut                                                           ,Hartford County                              ,2,2.1,19.9,7
Connecticut                                                           ,Hartford County                              ,3,1.1,11,1
Connecticut                                                           ,Hartford County                              ,4,3.3,35.6,6
Connecticut                                                           ,Hartford County                              ,5,2.1,24.7,12
Connecticut                                                           ,Hartford County                              ,0,2.6,97.4,6
Connecticut                                                           ,Hartford County                              ,1,1.2,30.2,0
Connecticut                                                           ,Hartford County                              ,2,1.5,37.5,8
Connecticut                                                           ,Hartford County                              ,3,0.8,20.4,6
Connecticut                                                           ,Hartford County                              ,4,2,55.8,3
Connecticut                                                           ,Hartford County                              ,5,1.2,35.3,13
Connecticut                                                           ,Hartford County                              ,0,6.4,93.6,7
Connecticut                                                           ,Hartford County                              ,1,2.5,17.4,7
Connecticut                                                           ,Hartford County                              ,2,3.3,22.5,2
Connecticut                                                           ,Hartford County                              ,3,1.6,11.5,0
Connecticut                                                           ,Hartford County                              ,4,4.9,40,3
Connecticut                                                           ,Hartford County                              ,5,3.3,28.5,4
Connecticut                                                           ,Hartford County                              ,0,7.4,92.6,13
Connecticut                                                           ,Hartford County                              ,1,2.8,15.1,3
Connecticut                                                           ,Hartford County                              ,2,3.7,20.2,0
Connecticut                                                           ,Hartford County                              ,3,1.7,9.9,13
Connecticut                                                           ,Hartford County                              ,4,5.7,37.3,13
Connecticut                                                           ,Hartford County                              ,5,3.9,27.4,6
Connecticut                                                           ,Hartford County                              ,0,5.5,94.5,13
Connecticut                                                           ,Hartford County                              ,1,2.3,19.5,10
Connecticut                                                           ,Hartford County                              ,2,2.9,24.7,11
Connecticut                                                           ,Hartford County                              ,3,1.6,13,5
Connecticut                                                           ,Hartford County                              ,4,4.3,42.6,12
Connecticut                                                           ,Hartford County                              ,5,2.7,29.6,4
Connecticut                                                           ,Litchfield County                            ,0,5.1,94.9,11
Connecticut                                                           ,Litchfield County                            ,1,1.7,15.9,5
Connecticut                                                           ,Litchfield County                            ,2,2.3,22,1
Connecticut                                                           ,Litchfield County                            ,3,1,9.5,0
Connecticut                                                           ,Litchfield County                            ,4,3.8,42.5,3
Connecticut                                                           ,Litchfield County                            ,5,2.7,33,5
Connecticut                                                           ,Litchfield County                            ,0,5.8,94.2,9
Connecticut                                                           ,Litchfield County                            ,1,1.9,15.4,7
Connecticut                                                           ,Litchfield County                            ,2,2.6,21.4,7
Connecticut                                                           ,Litchfield County                            ,3,1.1,9,4
Connecticut                                                           ,Litchfield County                            ,4,4.3,41.6,9
Connecticut                                                           ,Litchfield County                            ,5,3.1,32.6,12
Connecticut                                                           ,Litchfield County                            ,0,4.4,95.6,2
Connecticut                                                           ,Litchfield County                            ,1,1.6,16.4,10
Connecticut                                                           ,Litchfield County                            ,2,2.1,22.5,8
Connecticut                                                           ,Litchfield County                            ,3,1,9.9,5
Connecticut                                                           ,Litchfield County                            ,4,3.3,43.4,2
Connecticut                                                           ,Litchfield County                            ,5,2.3,33.5,9
Connecticut                                                           ,Litchfield County                            ,0,6,94,13
Connecticut                                                           ,Litchfield County                            ,1,2.1,14.6,3
Connecticut                                                           ,Litchfield County                            ,2,2.8,19.9,5
Connecticut                                                           ,Litchfield County                            ,3,1.2,8.8,1
Connecticut                                                           ,Litchfield County                            ,4,4.5,39.3,5
Connecticut                                                           ,Litchfield County                            ,5,3.2,30.5,5
Connecticut                                                           ,Litchfield County                            ,0,6.9,93.1,8
Connecticut                                                           ,Litchfield County                            ,1,2.3,13.8,7
Connecticut                                                           ,Litchfield County                            ,2,3.1,19,0
Connecticut                                                           ,Litchfield County                            ,3,1.3,8.3,7
Connecticut                                                           ,Litchfield County                            ,4,5.1,37.7,9
Connecticut                                                           ,Litchfield County                            ,5,3.8,29.4,9
Connecticut                                                           ,Litchfield County                            ,0,5.1,94.9,2
Connecticut                                                           ,Litchfield County                            ,1,1.8,15.3,9
Connecticut                                                           ,Litchfield County                            ,2,2.4,20.8,5
Connecticut                                                           ,Litchfield County                            ,3,1.1,9.3,0
Connecticut                                                           ,Litchfield County                            ,4,3.8,40.8,4
Connecticut                                                           ,Litchfield County                            ,5,2.7,31.5,5
Connecticut                                                           ,Litchfield County                            ,0,4.7,95.3,0
Connecticut                                                           ,Litchfield County                            ,1,1.6,13.5,9
Connecticut                                                           ,Litchfield County                            ,2,2.1,18.1,10
Connecticut                                                           ,Litchfield County                            ,3,0.9,8,3
Connecticut                                                           ,Litchfield County                            ,4,3.4,35.5,3
Connecticut                                                           ,Litchfield County                            ,5,2.4,27.5,3
Connecticut                                                           ,Litchfield County                            ,0,4.9,95.1,10
Connecticut                                                           ,Litchfield County                            ,1,1.6,13,5
Connecticut                                                           ,Litchfield County                            ,2,2.1,17.5,8
Connecticut                                                           ,Litchfield County                            ,3,0.9,7.8,5
Connecticut                                                           ,Litchfield County                            ,4,3.5,34.3,10
Connecticut                                                           ,Litchfield County                            ,5,2.6,26.5,11
Connecticut                                                           ,Litchfield County                            ,0,4.5,95.5,0
Connecticut                                                           ,Litchfield County                            ,1,1.6,14,0
Connecticut                                                           ,Litchfield County                            ,2,2,18.7,10
Connecticut                                                           ,Litchfield County                            ,3,0.9,8.2,1
Connecticut                                                           ,Litchfield County                            ,4,3.3,36.7,5
Connecticut                                                           ,Litchfield County                            ,5,2.3,28.5,6
Connecticut                                                           ,Litchfield County                            ,0,4.3,95.7,13
Connecticut                                                           ,Litchfield County                            ,1,1.4,13.6,0
Connecticut                                                           ,Litchfield County                            ,2,1.8,17.6,11
Connecticut                                                           ,Litchfield County                            ,3,0.8,8,7
Connecticut                                                           ,Litchfield County                            ,4,2.9,33.4,2
Connecticut                                                           ,Litchfield County                            ,5,2.1,25.4,4
Connecticut                                                           ,Litchfield County                            ,0,4.3,95.7,3
Connecticut                                                           ,Litchfield County                            ,1,1.3,13.4,0
Connecticut                                                           ,Litchfield County                            ,2,1.7,17.2,11
Connecticut                                                           ,Litchfield County                            ,3,0.8,7.8,5
Connecticut                                                           ,Litchfield County                            ,4,2.9,32.7,4
Connecticut                                                           ,Litchfield County                            ,5,2.1,24.9,4
Connecticut                                                           ,Litchfield County                            ,0,4.2,95.8,3
Connecticut                                                           ,Litchfield County                            ,1,1.4,13.9,4
Connecticut                                                           ,Litchfield County                            ,2,1.8,18,3
Connecticut                                                           ,Litchfield County                            ,3,0.8,8.2,13
Connecticut                                                           ,Litchfield County                            ,4,2.9,34.1,1
Connecticut                                                           ,Litchfield County                            ,5,2,25.9,6
Connecticut                                                           ,Litchfield County                            ,0,2.4,97.6,1
Connecticut                                                           ,Litchfield County                            ,1,0.8,20.3,8
Connecticut                                                           ,Litchfield County                            ,2,1.1,28.6,13
Connecticut                                                           ,Litchfield County                            ,3,0.5,11.7,9
Connecticut                                                           ,Litchfield County                            ,4,1.7,53,2
Connecticut                                                           ,Litchfield County                            ,5,1.2,41.3,3
Connecticut                                                           ,Litchfield County                            ,0,6,94,0
Connecticut                                                           ,Litchfield County                            ,1,2,14.2,12
Connecticut                                                           ,Litchfield County                            ,2,2.7,19.5,13
Connecticut                                                           ,Litchfield County                            ,3,1.2,8.5,0
Connecticut                                                           ,Litchfield County                            ,4,4.4,38.8,9
Connecticut                                                           ,Litchfield County                            ,5,3.2,30.3,10
Connecticut                                                           ,Litchfield County                            ,0,6.9,93.1,6
Connecticut                                                           ,Litchfield County                            ,1,2.3,13.5,11
Connecticut                                                           ,Litchfield County                            ,2,3.1,18.7,9
Connecticut                                                           ,Litchfield County                            ,3,1.3,8,5
Connecticut                                                           ,Litchfield County                            ,4,5.1,37.2,1
Connecticut                                                           ,Litchfield County                            ,5,3.8,29.2,8
Connecticut                                                           ,Litchfield County                            ,0,5.1,94.9,11
Connecticut                                                           ,Litchfield County                            ,1,1.8,14.9,9
Connecticut                                                           ,Litchfield County                            ,2,2.3,20.4,3
Connecticut                                                           ,Litchfield County                            ,3,1.1,8.9,10
Connecticut                                                           ,Litchfield County                            ,4,3.8,40.3,5
Connecticut                                                           ,Litchfield County                            ,5,2.7,31.4,12
Connecticut                                                           ,Middlesex County                             ,0,4.1,95.9,0
Connecticut                                                           ,Middlesex County                             ,1,1.5,14.4,5
Connecticut                                                           ,Middlesex County                             ,2,2,19.1,1
Connecticut                                                           ,Middlesex County                             ,3,1,8.9,12
Connecticut                                                           ,Middlesex County                             ,4,3,36.4,3
Connecticut                                                           ,Middlesex County                             ,5,2,27.5,13
Connecticut                                                           ,Middlesex County                             ,0,4.6,95.4,11
Connecticut                                                           ,Middlesex County                             ,1,1.6,13.1,7
Connecticut                                                           ,Middlesex County                             ,2,2.1,17.7,0
Connecticut                                                           ,Middlesex County                             ,3,0.9,7.8,13
Connecticut                                                           ,Middlesex County                             ,4,3.3,35.2,4
Connecticut                                                           ,Middlesex County                             ,5,2.3,27.4,0
Connecticut                                                           ,Middlesex County                             ,0,3.6,96.4,10
Connecticut                                                           ,Middlesex County                             ,1,1.5,15.6,10
Connecticut                                                           ,Middlesex County                             ,2,1.8,20.5,8
Connecticut                                                           ,Middlesex County                             ,3,1,9.9,2
Connecticut                                                           ,Middlesex County                             ,4,2.7,37.5,8
Connecticut                                                           ,Middlesex County                             ,5,1.7,27.6,10
Connecticut                                                           ,Middlesex County                             ,0,4.7,95.3,1
Connecticut                                                           ,Middlesex County                             ,1,1.8,13.2,2
Connecticut                                                           ,Middlesex County                             ,2,2.3,17.4,3
Connecticut                                                           ,Middlesex County                             ,3,1.1,8.3,5
Connecticut                                                           ,Middlesex County                             ,4,3.5,33.6,8
Connecticut                                                           ,Middlesex County                             ,5,2.4,25.3,4
Connecticut                                                           ,Middlesex County                             ,0,5.4,94.6,3
Connecticut                                                           ,Middlesex County                             ,1,1.9,11.6,13
Connecticut                                                           ,Middlesex County                             ,2,2.5,15.6,1
Connecticut                                                           ,Middlesex County                             ,3,1.1,6.9,9
Connecticut                                                           ,Middlesex County                             ,4,3.9,31.7,11
Connecticut                                                           ,Middlesex County                             ,5,2.8,24.8,3
Connecticut                                                           ,Middlesex County                             ,0,4.1,95.9,6
Connecticut                                                           ,Middlesex County                             ,1,1.7,14.9,6
Connecticut                                                           ,Middlesex County                             ,2,2.1,19.1,10
Connecticut                                                           ,Middlesex County                             ,3,1.1,9.6,0
Connecticut                                                           ,Middlesex County                             ,4,3.1,35.5,7
Connecticut                                                           ,Middlesex County                             ,5,2,25.8,10
Connecticut                                                           ,Middlesex County                             ,0,3.9,96.1,10
Connecticut                                                           ,Middlesex County                             ,1,1.4,11.7,10
Connecticut                                                           ,Middlesex County                             ,2,1.8,15.4,11
Connecticut                                                           ,Middlesex County                             ,3,0.8,7.1,8
Connecticut                                                           ,Middlesex County                             ,4,2.8,30.2,1
Connecticut                                                           ,Middlesex County                             ,5,1.9,23,13
Connecticut                                                           ,Middlesex County                             ,0,4.5,95.5,10
Connecticut                                                           ,Middlesex County                             ,1,1.5,10.4,1
Connecticut                                                           ,Middlesex County                             ,2,2,13.9,2
Connecticut                                                           ,Middlesex County                             ,3,0.9,6.3,6
Connecticut                                                           ,Middlesex County                             ,4,3.2,28.3,12
Connecticut                                                           ,Middlesex County                             ,5,2.3,22,12
Connecticut                                                           ,Middlesex County                             ,0,3.3,96.7,3
Connecticut                                                           ,Middlesex County                             ,1,1.2,12.9,11
Connecticut                                                           ,Middlesex County                             ,2,1.6,16.8,5
Connecticut                                                           ,Middlesex County                             ,3,0.7,7.9,4
Connecticut                                                           ,Middlesex County                             ,4,2.4,31.9,1
Connecticut                                                           ,Middlesex County                             ,5,1.6,24,12
Connecticut                                                           ,Middlesex County                             ,0,3.4,96.6,0
Connecticut                                                           ,Middlesex County                             ,1,1.1,11.8,4
